survey,time,flux,flux_err,eclipse
KELT,4384.7312010000005,1.064059772097865,0.0071629929911077,False
KELT,4385.7312010000005,1.0414825553779548,0.0066308000563586,False
KELT,4386.7312010000005,0.9676250775081232,0.0064016874327979,False
KELT,4387.7312010000005,1.1008293498385,0.0076116160011285,False
KELT,4388.7312010000005,1.092949259084739,0.0075438999038039,False
KELT,4389.7312010000005,0.9936607704168184,0.0068085245188268,False
KELT,4390.7312010000005,1.0815109072924267,0.0077140976771299,False
KELT,4392.7312010000005,1.0123348855117529,0.0068490393274236,False
KELT,4393.7312010000005,1.0578692663160016,0.007298655550692,False
KELT,4394.7312010000005,1.0966397910945085,0.0084105472369938,False
KELT,4395.7312010000005,0.9801848823727726,0.0084000250248795,False
KELT,4396.7312010000005,1.0245472689618358,0.009603586233499,False
KELT,4405.7312010000005,0.9534107272502196,0.0076711994935426,False
KELT,4407.7312010000005,0.9902298185577104,0.0065560472109697,False
KELT,4408.7312010000005,0.9350439114481404,0.0065128104951964,False
KELT,4409.7312010000005,1.0248587184500608,0.0068434516832597,False
KELT,4410.7312010000005,1.050526426287098,0.0073481654401403,False
KELT,4411.7312010000005,0.9826797348989132,0.0064914786779762,False
KELT,4412.7312010000005,1.058644264278911,0.0069658501757549,False
KELT,4413.7312010000005,1.0171760175914142,0.0066847734785709,False
KELT,4414.7312010000005,0.9295740683099,0.006407457580396,False
KELT,4415.7312010000005,1.022699397278758,0.0067272634385543,False
KELT,4416.7312010000005,1.0524417275507432,0.0070800305265893,False
KELT,4417.7312010000005,0.9206615375019692,0.0063267830410146,False
KELT,4418.7312010000005,0.9913979406654764,0.0067061657849687,False
KELT,4419.7312010000005,0.9960118132323604,0.0063234640476482,False
KELT,4421.7312010000005,0.98146767381904,0.0071583749904348,False
KELT,4422.7312010000005,0.997856291724994,0.0071947488242329,False
KELT,4423.7312010000005,0.9044780321106822,0.0066259112953499,False
KELT,4424.7312010000005,0.983041897608841,0.0079983151812601,False
KELT,4433.7312010000005,0.9459234673869388,0.0119693837365149,False
KELT,4437.7312010000005,1.083048746739261,0.007662772519917,False
KELT,4438.7312010000005,0.9474979742728084,0.0066786265759163,False
KELT,4439.7312010000005,0.9459408921016254,0.0061813594600229,False
KELT,4447.7312010000005,1.0159636883184089,0.0074014176175273,False
KELT,4448.7312010000005,0.9365699319675308,0.0067026153518451,False
KELT,4449.7312010000005,1.0351993723301094,0.0077526695192417,False
KELT,4450.7312010000005,1.045634754452032,0.0082947076147736,False
KELT,4460.7312010000005,0.9337541227816606,0.0081800556311085,False
KELT,4461.7312010000005,0.9995351073101804,0.0083392193541045,False
KELT,4462.7312010000005,0.9863339909558207,0.0075261106106769,False
KELT,4463.7312010000005,0.9182733913016322,0.0066717188546108,False
KELT,4464.7312010000005,0.9628973688879494,0.0071023700032847,False
KELT,4465.7312010000005,1.0150513192807666,0.0070890706910962,False
ASAS,4469.82801,0.9471090794701584,0.0321495742572439,False
ASAS,4473.829,0.9682778562612464,0.0453047437333243,False
KELT,4496.7312010000005,1.001391728953292,0.0067065684599624,False
KELT,4497.7312010000005,0.9207258738709102,0.0062882905073396,False
KELT,4498.7312010000005,0.9966346908133522,0.0066747093971903,False
ASAS,4530.72853,1.0148456628180935,0.0474836044070851,False
ASAS,4532.78809,1.0232929922807514,0.042246040965719,False
KELT,4733.7312010000005,1.0411372859042531,0.0071312027133725,False
KELT,4734.7312010000005,1.0226617203346098,0.0069971527372939,False
KELT,4737.7312010000005,0.9763758792829764,0.0062334472595616,False
KELT,4738.7312010000005,0.9892250855556136,0.0062289345501445,False
KELT,4739.7312010000005,0.9993646884102564,0.006475209079288,False
KELT,4741.7312010000005,0.9607181599071148,0.0064292201182177,False
KELT,4742.7312010000005,0.9952314623486338,0.0068785510822692,False
KELT,4743.7312010000005,0.9942825100166568,0.0069943767637104,False
KELT,4745.7312010000005,0.973634602251502,0.0072244097309107,False
KELT,4746.7312010000005,0.9981412408812396,0.0075882549893686,False
KELT,4747.7312010000005,0.967541941239326,0.0070683034358223,False
KELT,4748.7312010000005,1.0095692066803204,0.0076045479553866,False
KELT,4749.7312010000005,1.0165248581363175,0.0077430175006443,False
KELT,4752.7312010000005,0.9921129089223152,0.0112284826716813,False
KELT,4760.7312010000005,0.9706644410863544,0.0076445673004494,False
KELT,4777.7312010000005,0.9776336102808956,0.0081777551033052,False
KELT,4778.7312010000005,0.9896554180985088,0.0088749512212517,False
KELT,4779.7312010000005,1.035823596006999,0.0098120358938911,False
KELT,4787.7312010000005,0.9668297724212211,0.0095649946499293,False
KELT,4788.7312010000005,1.049619394814429,0.0090975328957705,False
KELT,4789.7312010000005,1.0621205376795222,0.0085858539319567,False
KELT,4790.7312010000005,0.9895369533903016,0.0075086688837171,False
KELT,4791.7312010000005,1.027866147311785,0.0077769419329367,False
KELT,4792.7312010000005,1.0114864668475383,0.0076238688806453,False
KELT,4793.7312010000005,0.9351519848882284,0.0071454344730086,False
KELT,4794.7312010000005,0.9989022803954476,0.0074554007484577,False
KELT,4795.7312010000005,0.9790480347721632,0.0069262056220958,False
KELT,4800.7312010000005,0.973166369391212,0.0071800239151086,False
KELT,4801.7312010000005,1.0297357720861726,0.0077533393465845,False
KELT,4802.7312010000005,1.031829810330556,0.0075348235739591,False
KELT,4803.7312010000005,0.9753938208605604,0.0070626311173152,False
KELT,4804.7312010000005,1.0195858994240674,0.0079971124561133,False
KELT,4805.7312010000005,1.0068622711941575,0.0074834922611467,False
KELT,4806.7312010000005,0.9246300421689324,0.0076568961766371,False
KELT,4807.7312010000005,0.9932116385109616,0.008289553900377,False
KELT,4819.7312010000005,0.955177315827983,0.0072854352059854,False
KELT,4820.7312010000005,1.0019306106728347,0.0077810994557266,False
KELT,4821.7312010000005,0.9557425878803288,0.0072336930420975,False
KELT,4822.7312010000005,0.9787906228285104,0.0070334566377461,False
KELT,4828.7312010000005,0.9066256461696524,0.0074369299263326,False
KELT,4829.7312010000005,0.933190265850218,0.0069515859565211,False
KELT,4830.7312010000005,0.9269113497580136,0.0067642416823907,False
KELT,4831.7312010000005,0.9419850277185486,0.006535935261032,False
KELT,4832.7312010000005,0.951599203096719,0.0069786864051472,False
KELT,4833.7312010000005,0.9681577868349528,0.0069783579637521,False
KELT,4834.7312010000005,0.9268725121139948,0.0065115812992785,False
KELT,4843.7312010000005,0.9636022380185344,0.0117984633836441,False
KELT,4845.7312010000005,0.969401758850868,0.0089477791721625,False
KELT,4846.7312010000005,0.9385988116042088,0.0077424495485203,False
KELT,4847.7312010000005,0.9780205945787204,0.0076119392761683,False
KELT,4848.7312010000005,0.9994056492254264,0.0069802467238873,False
KELT,4849.7312010000005,0.9369624795242204,0.0065281479976666,False
KELT,4850.7312010000005,0.9608154987917118,0.0060372615579148,False
ASAS,4850.78549,0.9462371613657928,0.0442734818620692,False
KELT,4851.7312010000005,1.0163371486857748,0.0074342063286729,False
KELT,4852.7312010000005,0.9687139876882735,0.0064098223919727,False
ASAS,4855.89333,0.8970156084148125,0.0469081556693984,False
KELT,4856.7312010000005,0.9872660436386652,0.0070449501367802,False
KELT,4857.7312010000005,0.9963318184673272,0.006922774825042,False
KELT,4859.7312010000005,1.0067605291741353,0.0076333305728318,False
KELT,4860.7312010000005,0.981142766391881,0.0071798865875879,False
KELT,4861.7312010000005,0.9347205697207456,0.00742344966921,False
ASAS,4861.86273,0.9281111710201664,0.0417224287889799,False
KELT,4862.7312010000005,0.9890539928840454,0.0071212398098707,False
KELT,4863.7312010000005,0.99600151724354,0.007726970603424,False
KELT,4873.7312010000005,1.059112759095846,0.0107028892037986,False
KELT,4874.7312010000005,1.000147513554028,0.0075627351943538,False
KELT,4875.7312010000005,1.019779318338471,0.0083747749303587,False
KELT,4876.7312010000005,1.0043188510953769,0.0075099355939461,False
KELT,4877.7312010000005,0.9427403471592612,0.0069051232067042,False
KELT,4878.7312010000005,0.990546280389892,0.0071076194366351,False
KELT,4880.7312010000005,0.9557004709050888,0.0070650686379325,False
KELT,4881.7312010000005,0.97504756035029,0.0074305637014423,False
KELT,4882.7312010000005,0.990736583832601,0.0073228094734207,False
KELT,4883.7312010000005,0.9616911632025816,0.0072361577689322,False
KELT,4884.7312010000005,0.9557973014030736,0.0067359664473874,False
KELT,4886.7312010000005,0.959944666519152,0.0075583324687396,False
KELT,4887.7312010000005,0.9631332052569366,0.0077594934594897,False
KELT,4888.7312010000005,1.0269237546260492,0.007575328334883,False
KELT,4889.7312010000005,0.92676404058703,0.0070496794702428,False
ASAS,4889.79598,0.9323951375406327,0.0461920526854992,False
KELT,4902.7312010000005,0.9788447142918334,0.0093566934060209,False
KELT,4903.7312010000005,0.9405068346561452,0.0080240204630808,False
KELT,4904.7312010000005,0.9977225775116494,0.0078140298993366,False
KELT,4905.7312010000005,0.9717768541722254,0.0079466928663633,False
KELT,4906.7312010000005,1.0199395995476157,0.0079329339936757,False
ASAS,4907.73413,0.985371506858616,0.0334483905997878,False
KELT,4914.7312010000005,0.9992040648188908,0.0082595258486773,False
KELT,4915.7312010000005,1.019409944245098,0.0086146887218743,False
KELT,4916.7312010000005,1.014923038217964,0.0078198142968976,False
ASAS,4917.73695,0.9656060985415476,0.0478373663497647,False
ASAS,5061.08154,1.0646331870513113,0.0449294739489544,False
ASAS,5087.13526,0.989919775080583,0.0481337138341934,False
KELT,5096.7312010000005,0.9673775745589952,0.0058590294667759,False
KELT,5098.7312010000005,0.9583232540839222,0.0068529968637025,False
KELT,5099.7312010000005,0.9271884229251744,0.0061836594657341,False
KELT,5100.7312010000005,1.0011081331980691,0.0067169487137264,False
KELT,5101.7312010000005,0.99928202505102,0.0063055713093148,False
KELT,5102.7312010000005,0.9384518612619712,0.0061405719951565,False
KELT,5103.7312010000005,0.9811242455255992,0.0075329576576173,False
KELT,5104.7312010000005,0.9878907172750132,0.0075097567671038,False
KELT,5105.7312010000005,0.9705591471435012,0.008171546708606,False
KELT,5106.7312010000005,0.979093122638546,0.0089928765514882,False
KELT,5115.7312010000005,1.0011100235560573,0.0090485863401956,False
KELT,5116.7312010000005,1.032929641895453,0.0070317323164468,False
KELT,5118.7312010000005,0.9936558643516124,0.007106099299251,False
KELT,5119.7312010000005,1.0484023844017545,0.0078401963207623,False
KELT,5120.7312010000005,0.9918342506975216,0.0071943633259275,False
KELT,5122.7312010000005,0.9897242240643352,0.0071157039609318,False
KELT,5123.7312010000005,0.9536006319388096,0.0062552895139515,False
KELT,5124.7312010000005,0.965380910992792,0.0063933525955241,False
KELT,5125.7312010000005,0.9622093991132384,0.0070585148722908,False
KELT,5126.7312010000005,0.974043157848539,0.0077130282409117,False
KELT,5127.7312010000005,1.0148916861570871,0.0076991336482853,False
KELT,5128.7312010000005,1.0316373906274336,0.0077844778828159,False
KELT,5130.7312010000005,0.9926568618615496,0.0075034668450393,False
KELT,5133.7312010000005,0.9283163509715724,0.0081017526055673,False
KELT,5134.7312010000005,0.9847612084048912,0.0112369769519304,False
PTF,5135.361097199842,1.0181224173776957,0.0298898324367763,False
KELT,5135.7312010000005,0.9752950050663886,0.0103103065021193,False
PTF,5137.228967200033,0.8999119108700523,0.0181633596689368,False
PTF,5137.274087199941,0.9090755973601964,0.0183483148091048,False
PTF,5142.290467199869,0.9234215382714592,0.0194850416332509,False
PTF,5142.334567199927,0.9776873589674206,0.0206301002350923,False
KELT,5143.7312010000005,0.9826385545542942,0.0088003736157288,False
KELT,5145.7312010000005,0.9638467781742298,0.0072848220443823,False
KELT,5146.7312010000005,1.023594632786249,0.0076374221888572,False
KELT,5147.7312010000005,1.0573508649995635,0.0080708697425066,False
PTF,5151.403157200199,1.0013825058370975,0.0293983854924652,False
KELT,5151.7312010000005,0.93290655740848,0.0071583124351487,False
KELT,5152.7312010000005,0.9623250700909164,0.0070858825595091,False
KELT,5153.7312010000005,0.9887939488755476,0.0073494408848444,False
KELT,5154.7312010000005,0.9439778415226704,0.0066025231887077,False
KELT,5155.7312010000005,0.9750950319346752,0.0072332357220263,False
ASAS,5155.94269,0.9736435697988852,0.0428760471104096,False
KELT,5156.7312010000005,0.972328327648182,0.0072123376576167,False
ASAS,5157.97799,0.9332543007969905,0.0419536337055527,False
KELT,5158.7312010000005,0.9649126499154288,0.0072170073036737,False
KELT,5159.7312010000005,0.9718825846739728,0.0072980007449887,False
ASAS,5159.89077,0.9384259312370168,0.0447689435085549,False
KELT,5160.7312010000005,0.9480555828180072,0.0077547999325083,False
KELT,5161.7312010000005,0.9285899948013272,0.0078513656141578,False
ASAS,5170.86813,0.9204495717531702,0.0464447031618572,False
KELT,5172.7312010000005,0.963589369202802,0.0065316963952873,False
ASAS,5173.94019,0.9094943385552936,0.0433887207384176,False
KELT,5174.7312010000005,0.995959830395628,0.0065319320998105,False
KELT,5175.7312010000005,1.0337723602081907,0.0075662585263896,False
KELT,5176.7312010000005,0.991969708634064,0.0070810783685595,False
KELT,5177.7312010000005,0.9992205439089932,0.0074318581295818,False
KELT,5178.7312010000005,0.9617717135743848,0.0066545575094397,False
KELT,5180.7312010000005,0.9337013785173568,0.0065616078526999,False
ASAS,5180.92552,1.0111137119549056,0.0482366174510597,False
KELT,5181.7312010000005,0.9887210945290206,0.0073930331511989,False
KELT,5182.7312010000005,0.9320946173011454,0.0068239078877921,False
KELT,5183.7312010000005,0.9519981390881188,0.0072697576790339,False
KELT,5184.7312010000005,0.972527297016337,0.0076498273315402,False
KELT,5185.7312010000005,0.923434721156903,0.0067665129488166,False
PTF,5189.114537199959,0.97050996724549,0.0320535402026033,False
KELT,5190.7312010000005,0.9773852934809788,0.0087267998539583,False
PTF,5192.082707200199,0.97050996724549,0.0498610625373829,False
PTF,5192.126147199888,0.9536741259755848,0.0489961018849841,False
ASAS,5192.84276,0.9410224835267498,0.0492094326247933,False
KELT,5198.7312010000005,0.9652375308033008,0.010959764417929,False
KELT,5199.7312010000005,0.9811111753305196,0.0092455754406307,False
KELT,5200.7312010000005,0.9881501005873664,0.0083117946031781,False
KELT,5201.7312010000005,0.9543497942219562,0.0071169345793373,False
KELT,5202.7312010000005,0.9907361358769464,0.0071024101587156,False
KELT,5203.7312010000005,0.9879352524092876,0.0073983891023608,False
KELT,5204.7312010000005,0.9624386133251264,0.0069245495376463,False
KELT,5205.7312010000005,1.0890649973451247,0.0085721238711419,False
KELT,5206.7312010000005,1.0173933720224342,0.0074216283927092,False
PTF,5207.266797199845,0.9423234526030674,0.0224774401538346,False
PTF,5207.3113871999085,0.9722993602579224,0.0231924618043174,False
KELT,5207.7312010000005,0.9787074747160028,0.0066885669560939,False
KELT,5208.7312010000005,1.044345019687594,0.007392793870586,False
PTF,5209.218667199835,0.9922017758401656,0.0473343966455858,False
KELT,5209.7312010000005,1.0097828774338409,0.0069307186070991,False
KELT,5210.7312010000005,0.9311552079845744,0.0066364914688513,False
KELT,5211.7312010000005,0.970393818329565,0.0070801758739519,False
KELT,5212.7312010000005,0.9712919738223256,0.0071219673369049,False
KELT,5213.7312010000005,0.9331253758565548,0.006386944460824,False
ASAS,5218.89289,1.0009214583192958,0.0459138283632704,False
KELT,5226.7312010000005,0.9621083857914003,0.0128475578798852,False
KELT,5228.7312010000005,0.9393643429879076,0.0082589708458805,False
KELT,5229.7312010000005,1.0269753037492002,0.0053233123542963,False
KELT,5232.7312010000005,0.9492526101751724,0.007176479002557,False
KELT,5233.7312010000005,0.955102559631871,0.0064794011582525,False
KELT,5234.7312010000005,0.9570834358449865,0.0067839807275092,False
KELT,5236.7312010000005,0.9571283937283396,0.0068778541782934,False
KELT,5239.7312010000005,0.984323378309981,0.0070773736370399,False
KELT,5240.7312010000005,0.9438974921273096,0.0066333711168657,False
KELT,5241.7312010000005,0.8957644031706111,0.0062690646744072,False
ASAS,5241.82527,0.939290651618398,0.0379163198818435,False
KELT,5242.7312010000005,0.9675954110603556,0.0069465701473838,False
PTF,5243.150657199789,0.9536741259755848,0.0192484685976723,False
PTF,5243.224737199955,0.938858191873097,0.0189494313956037,False
KELT,5243.7312010000005,0.9479167555412072,0.0066890989374859,False
KELT,5244.7312010000005,0.8978872404452493,0.0063162351960097,False
KELT,5245.7312010000005,0.9711577941461516,0.0068212724987656,False
KELT,5253.637207,0.9575154714741544,0.01124735797589,True
ASAS,5255.77945,0.95675336861824,0.0561763445794195,True
KELT,5257.637207,0.9399436104989684,0.0084336224868623,True
KELT,5258.637207,0.9885216832148528,0.0075330155731457,True
ASAS,5258.7711,0.9212977276685544,0.0498684091123345,True
KELT,5259.637207,0.9663866380466464,0.0071157125903945,True
KELT,5261.637207,1.0114462191558855,0.0079777385885162,True
ASAS,5264.76832,0.9944890371547906,0.0392321363281247,True
KELT,5267.637207,0.9856760405215764,0.0074866476167919,True
KELT,5268.637207,0.9646830144700772,0.007341492649026,True
ASAS,5268.76989,0.9479818010107168,0.0487036521620184,True
KELT,5269.637207,0.9776188609059748,0.0075860329352284,True
KELT,5271.637207,0.9501448090429188,0.007409386125564,True
ASAS,5281.78702,0.9506047936562788,0.061920128761097,True
ASAS,5284.74334,0.9187556016660616,0.0539452830336036,True
ASAS,5297.73187,0.95675336861824,0.0596873661156333,True
ASAS,5396.12076,0.4504016781680863,0.0252059654754617,True
ASAS,5400.11836,0.3840608157258113,0.0243121066835605,True
ASAS,5404.11312,0.3136172916512977,0.0164001702973614,True
ASAS,5407.0974,0.3470563540079868,0.0175120178627883,True
ASAS,5408.0995,0.292415237784333,0.0174376059229189,True
ASAS,5416.09985,0.2352881201938163,0.0148943855902507,True
ASAS,5421.12979,0.2163714721779105,0.0125058740800076,True
ASAS,5425.08687,0.1933748545295253,0.0124185686395108,True
ASAS,5428.07553,0.1803017740859566,0.0119098419579714,True
PTF,5429.369917199947,0.2665630813465122,0.006358385426614,True
PTF,5429.413907200098,0.2564484036517716,0.0061171178852716,True
ASAS,5435.0621,0.1681124974476956,0.0117216053266283,True
PTF,5436.457197200041,0.1947152649853902,0.0046445843024038,True
PTF,5436.500197200105,0.1880182473490267,0.0044848389275914,True
PTF,5443.333517199848,0.2073003331289366,0.0045644110046738,True
PTF,5443.376147199888,0.1815515662773137,0.0039974656795004,True
PTF,5444.358297199942,0.2180720468824941,0.0052017185494906,True
PTF,5445.412797200028,0.2040797906066991,0.0050551874737439,True
PTF,5445.457287199795,0.2031421291418736,0.0050319609970922,True
ASAS,5446.09983,0.1475027101759756,0.0085253860009967,True
PTF,5446.443777199835,0.196879274353661,0.0046962028744909,True
PTF,5446.488667199854,0.1983352920367934,0.0047309335715198,True
PTF,5447.440757200122,0.2040797906066991,0.0046807291423554,True
PTF,5447.484017199837,0.2048330350160162,0.0046980053902756,True
ASAS,5448.8845,0.1382929369795943,0.0189042638623482,True
ASAS,5449.09873,0.1415141932931427,0.0092178969943239,True
ASAS,5452.07965,0.1470957076796974,0.0091766129561646,True
PTF,5452.344087199774,0.1876722237355509,0.0048209378574269,True
PTF,5452.387847200036,0.1787310472248371,0.0045912562589866,True
PTF,5453.347337199841,0.1850972642931646,0.0035660940827123,True
PTF,5453.390737200156,0.1820539054811127,0.003507460564315,True
ASAS,5454.85385,0.1400876983954586,0.0181214362144584,True
ASAS,5455.05607,0.1363954867506636,0.0070074745486579,True
PTF,5456.356067200191,0.1999861869632744,0.0042198920184911,True
PTF,5456.39984720014,0.1988840705173651,0.0041966363503664,True
ASAS,5456.89877,0.1639834427626537,0.0203098759384938,True
ASAS,5457.07651,0.1540281148071613,0.0091851628096013,True
PTF,5457.393667200115,0.1990673338987184,0.0045657645389614,True
PTF,5457.437317200005,0.1999861869632744,0.0045868391505338,True
ASAS,5458.86072,0.1446771683247723,0.0184496572450856,True
PTF,5459.451677199919,0.2160727503393287,0.0051540289071766,True
PTF,5459.495147199836,0.2048330350160162,0.0048859256058866,True
PTF,5460.454587200191,0.2094112455850891,0.0044187694022541,True
PTF,5460.497967199888,0.2082571879913011,0.0043944177282568,True
ASAS,5461.08066,0.1729816359215099,0.0114263098957327,True
PTF,5463.333377200179,0.2233572222830532,0.0045081274222267,True
PTF,5463.378487200011,0.2235630366537003,0.0045122814737444,True
ASAS,5464.04717,0.184501541917947,0.0118487228754644,True
PTF,5465.279417200014,0.2273002953290978,0.0058389066690043,True
PTF,5465.322907200083,0.2206988143358583,0.0056693273407376,True
PTF,5470.379127200227,0.2977145087710595,0.0412430191049816,True
PTF,5470.437317200005,0.2687818878638136,0.0372349220802163,True
KELT,5471.637207,0.3833398777358807,0.0021094378981473,True
KELT,5472.137207,0.2463223304992466,0.001784542259685,True
ASAS,5473.07961,0.2452449086072013,0.0150746870428279,True
PTF,5473.377897200175,0.3294579562412824,0.0244826554638017,True
ASAS,5473.806,0.2516517761614645,0.0357853443165385,True
KELT,5476.637207,0.4650460929140766,0.002920657911554,True
ASAS,5476.82283,0.3179801427691525,0.0490097834726767,True
ASAS,5476.99567,0.3197422303204923,0.0181871727338261,True
KELT,5477.137207,0.3811924207273129,0.0027678432697949,True
KELT,5477.637207,0.4537075434397137,0.0027368243003123,True
KELT,5478.137207,0.3530122693032496,0.0023864135633832,True
PTF,5478.294097200036,0.391741877107783,0.0089849054382519,True
KELT,5478.637207,0.4130893514990039,0.00256608766511,True
ASAS,5478.99969,0.3274914755555783,0.0177266028053019,True
KELT,5479.137207,0.3363363447283082,0.0023576664187239,True
PTF,5479.296007200144,0.4299322266787703,0.0118329970645533,True
PTF,5479.340077199973,0.4351109370927681,0.0119755303787,True
KELT,5479.637207,0.4120048627868011,0.0025258682795462,True
ASAS,5479.80536,0.2902685610499051,0.0394126119590696,True
KELT,5480.137207,0.3316348056002733,0.0021224433056763,True
PTF,5480.339717200026,0.4102041029866064,0.0082793488676195,True
KELT,5480.637207,0.4252511701214498,0.0023506117753275,True
ASAS,5481.04317,0.3681289736425313,0.0226281112238987,True
KELT,5481.137207,0.3524015419332112,0.0022054595512149,True
